,STNAME,CTYNAME,YEAR,MME,FIPS,Population,mme_per_cap
15529,MI,CASS,2012,6256816.41,26027,51815,120.75299449966226
15530,MI,CASS,2013,6434250.825,26027,51601,124.69236691149396
15531,MI,CASS,2014,6973749.375,26027,51585,135.18948095376564
15532,MI,CASS,2015,7788208.6014,26027,51370,151.61005648043604
15533,MI,CASS,2016,7294992.7125,26027,51326,142.13055201067687
15534,MI,CASS,2017,6353171.955,26027,51534,123.28117272092211
15535,MI,CASS,2018,4609487.737500001,26027,51773,89.03265674193113
15536,MI,CASS,2019,3889942.935,26027,51847,75.02734844831909
15537,MI,CHARLEVOIX,2006,7857803.6219999995,26029,26394,297.7117383496249
15538,MI,CHARLEVOIX,2007,7643659.132724999,26029,26499,288.45085221046077
15539,MI,CHARLEVOIX,2008,8442906.375,26029,26280,321.2673658675799
15540,MI,CHARLEVOIX,2009,9620281.54635,26029,26068,369.04563243632043
15541,MI,CHARLEVOIX,2010,9818418.2625,26029,25936,378.5633198064466
15542,MI,CHARLEVOIX,2011,9473026.916362502,26029,26106,362.8678049629396
15543,MI,CHARLEVOIX,2012,10478917.012500001,26029,26193,400.0655523422289
15544,MI,CHARLEVOIX,2013,10075962.135,26029,26258,383.7292305202224
15545,MI,CHARLEVOIX,2014,9182158.803862501,26029,26222,350.17004057137143
15546,MI,CHARLEVOIX,2015,9867738.0075,26029,26219,376.35829007589916
15547,MI,CHARLEVOIX,2016,8819758.290000001,26029,26214,336.4522121766995
15548,MI,CHARLEVOIX,2017,7759651.7964,26029,26218,295.9665800747578
15549,MI,CHARLEVOIX,2018,6841004.077500001,26029,26247,260.63946651045836
15550,MI,CHARLEVOIX,2019,5798528.6025,26029,26202,221.3009923860774
15551,MI,CHEBOYGAN,2006,11576242.8,26031,27249,424.8318397005395
15552,MI,CHEBOYGAN,2007,12158346.5205,26031,27093,448.7633898239398
15553,MI,CHEBOYGAN,2008,12575760.4695,26031,26738,470.3328771598474
15554,MI,CHEBOYGAN,2009,12479579.5395375,26031,26330,473.96807973936575
15555,MI,CHEBOYGAN,2010,12411937.6615875,26031,26059,476.3013800064277
15556,MI,CHEBOYGAN,2011,12236625.6424875,26031,25884,472.74863400121694
15557,MI,CHEBOYGAN,2012,12625572.895650001,26031,25745,490.40873550786563
15558,MI,CHEBOYGAN,2013,12940685.3227125,26031,25573,506.0292231147108
15559,MI,CHEBOYGAN,2014,14293769.282025,26031,25635,557.588035187244
15560,MI,CHEBOYGAN,2015,15380605.8078,26031,25399,605.5595026497107
15561,MI,CHEBOYGAN,2016,13590293.85,26031,25452,533.957797029703
15562,MI,CHEBOYGAN,2017,10809651.27,26031,25448,424.774098946872
15563,MI,CHEBOYGAN,2018,8242879.0125,26031,25574,322.31481240713225
15564,MI,CHEBOYGAN,2019,6329284.4925,26031,25331,249.86319105049148
15565,MI,CHIPPEWA,2006,10538232.7990875,26033,39051,269.8582059124606
15566,MI,CHIPPEWA,2007,10885463.589499999,26033,39314,276.885170410032
15567,MI,CHIPPEWA,2008,10589320.9815,26033,39247,269.8122399546462
15568,MI,CHIPPEWA,2009,12154896.645,26033,39174,310.2796917598407
15569,MI,CHIPPEWA,2010,12265138.4663625,26033,38623,317.56048122524146
15570,MI,CHIPPEWA,2011,11789832.0568125,26033,38904,303.0493537120219
15571,MI,CHIPPEWA,2012,12062239.5243,26033,39006,309.24061745116137
15572,MI,CHIPPEWA,2013,11752194.375,26033,38587,304.5635673931635
15573,MI,CHIPPEWA,2014,11124639.8520375,26033,38275,290.65029005976487
15574,MI,CHIPPEWA,2015,9996822.6864,26033,37998,263.08812796462973
15575,MI,CHIPPEWA,2016,9722391.3675,26033,37724,257.72429666790373
15576,MI,CHIPPEWA,2017,9302235.345,26033,37699,246.75018820127858
15577,MI,CHIPPEWA,2018,7426435.2225,26033,37423,198.4457478689576
15578,MI,CHIPPEWA,2019,4784403.3375,26033,37287,128.31290630782848
15579,MI,CLARE,2006,15086095.0875,26035,31612,477.22684700430216
15580,MI,CLARE,2007,14431517.1568125,26035,31353,460.2914284697637
15581,MI,CLARE,2008,16747346.0559,26035,31064,539.1239394765645
15582,MI,CLARE,2009,18729404.2125,26035,30856,606.9939140685766
15583,MI,CLARE,2010,18094229.2615875,26035,31005,583.5906873597
15584,MI,CLARE,2011,17031221.7375,26035,31002,549.3588070930908
15585,MI,CLARE,2012,16700558.5483875,26035,30796,542.2963549937492
15586,MI,CLARE,2013,17205355.1365875,26035,30598,562.303259578649
15587,MI,CLARE,2014,18108388.17135,26035,30727,589.3314730155888
15588,MI,CLARE,2015,16911011.5515,26035,30611,552.4488436019732
15589,MI,CLARE,2016,12885360.6753,26035,30382,424.1116672799684
15590,MI,CLARE,2017,10298917.5525,26035,30553,337.0836759892646
15591,MI,CLARE,2018,7737735.5475,26035,30684,252.17492984943294
15592,MI,CLARE,2019,5951897.9478,26035,30884,192.71784573889394
15593,MI,CLINTON,2006,15610247.887500001,26037,72881,214.1881682125657
15594,MI,CLINTON,2007,18719355.94035,26037,73740,253.85619664157852
15595,MI,CLINTON,2008,19946248.88145,26037,74302,268.44834434402844
15596,MI,CLINTON,2009,19002029.2575,26037,74828,253.9427655089004
15597,MI,CLINTON,2010,18620232.3788625,26037,75400,246.95268406979443
15598,MI,CLINTON,2011,19523293.560675,26037,75902,257.2171162904139
15599,MI,CLINTON,2012,18925855.6483875,26037,76171,248.46536934512477
15600,MI,CLINTON,2013,19645354.3240875,26037,76821,255.72895854112159
15601,MI,CLINTON,2014,17762749.5427125,26037,76973,230.76597693623086
15602,MI,CLINTON,2015,15291558.5598,26037,77037,198.49628827446554
15603,MI,CLINTON,2016,12641918.355,26037,77639,162.82948460181095
15604,MI,CLINTON,2017,11437629.0525,26037,78550,145.60953599618077
15605,MI,CLINTON,2018,10111953.352500001,26037,79229,127.62944568907851
15606,MI,CLINTON,2019,8941427.58,26037,79615,112.3083285812975
15607,MI,CRAWFORD,2006,9639554.4038625,26039,14597,660.3791466645544
15608,MI,CRAWFORD,2007,10762335.3413625,26039,14455,744.5406669915254
15609,MI,CRAWFORD,2008,10820629.2413625,26039,14379,752.5300258267264
15610,MI,CRAWFORD,2009,10138981.6125,26039,14157,716.1815082644629
15611,MI,CRAWFORD,2010,8529607.65,26039,14054,606.9167247758645
15612,MI,CRAWFORD,2011,9056070.023175,26039,14040,645.0192324198717
15613,MI,CRAWFORD,2012,8594730.3193125,26039,13952,616.0213818314578
15614,MI,CRAWFORD,2013,8510777.8990875,26039,13878,613.2568020671206
15615,MI,CRAWFORD,2014,8279510.1038625,26039,13740,602.584432595524
15616,MI,CRAWFORD,2015,8574580.2525,26039,13854,618.9245165656127
15617,MI,CRAWFORD,2016,8048505.69,26039,13754,585.1756354515051
15618,MI,CRAWFORD,2017,6841784.3067,26039,13894,492.4272568518785
15619,MI,CRAWFORD,2018,5521410.2034,26039,13881,397.7674665658094
15620,MI,CRAWFORD,2019,5039448.9906,26039,14012,359.6523687268056
15621,MI,DELTA,2006,8009003.6925,26041,37898,211.33051064699984
15622,MI,DELTA,2007,8223671.724,26041,37584,218.80778320561942
15623,MI,DELTA,2008,9006314.3115,26041,37409,240.75260796867065
15624,MI,DELTA,2009,8845086.99,26041,37059,238.67581397231442
15625,MI,DELTA,2010,10523021.2395,26041,37049,284.02983183081864
15626,MI,DELTA,2011,13194678.8063625,26041,36946,357.13416354578305
15627,MI,DELTA,2012,14062820.163862498,26041,36840,381.72693170093646
15628,MI,DELTA,2013,13092709.6088625,26041,36806,355.72215423742057
15629,MI,DELTA,2014,14245035.630450001,26041,36592,389.293715305258
15630,MI,DELTA,2015,14657591.2284,26041,36431,402.3384268452691
15631,MI,DELTA,2016,13516086.09,26041,36217,373.1972855288953
15632,MI,DELTA,2017,12797138.5425,26041,35911,356.35706447885053
15633,MI,DELTA,2018,10080752.385000002,26041,35887,280.90262170145184
15634,MI,DELTA,2019,8434913.4075,26041,35744,235.9812390191361
15635,MI,DICKINSON,2006,7578861.3675,26043,26951,281.2089112648881
15636,MI,DICKINSON,2007,8452922.2875,26043,26881,314.45713654625945
15637,MI,DICKINSON,2008,9858954.525,26043,26622,370.331099278792
15638,MI,DICKINSON,2009,11216102.505,26043,26357,425.5454909511705
15639,MI,DICKINSON,2010,10620512.2875,26043,26156,406.04497199495336
15640,MI,DICKINSON,2011,11386205.782724999,26043,26069,436.7718663057654
15641,MI,DICKINSON,2012,11986566.525,26043,26176,457.92200966534233
15642,MI,DICKINSON,2013,11541214.275,26043,26024,443.48348735782355
15643,MI,DICKINSON,2014,12700855.5940875,26043,25910,490.19126183278655
15644,MI,DICKINSON,2015,12048324.6303,26043,25675,469.2628872560857
15645,MI,DICKINSON,2016,10469484.735,26043,25531,410.06951294504717
15646,MI,DICKINSON,2017,9109789.226400001,26043,25453,357.90630677719724
15647,MI,DICKINSON,2018,6618865.305,26043,25431,260.2675987967441
15648,MI,DICKINSON,2019,5405656.17,26043,25336,213.35870579412693
15649,MI,EATON,2006,20878895.8334,26045,108364,192.67372774537668
15650,MI,EATON,2007,23430903.97095,26045,108358,216.236032142989
15651,MI,EATON,2008,26398691.4618,26045,108021,244.38480908156748
15652,MI,EATON,2009,29154499.887937497,26045,107430,271.38136356639205
15653,MI,EATON,2010,30898655.855662502,26045,107745,286.77577479848253
15654,MI,EATON,2011,33333969.0067875,26045,107927,308.8566253744429
15655,MI,EATON,2012,33210246.55725,26045,108013,307.4652732286854
15656,MI,EATON,2013,33432780.7318125,26045,108288,308.7394792757508
15657,MI,EATON,2014,35128937.2183125,26045,108668,323.2684619051837
15658,MI,EATON,2015,31843384.5462,26045,108701,292.9447249445727
15659,MI,EATON,2016,32444816.0703,26045,109220,297.05929381340417
15660,MI,EATON,2017,30760694.835,26045,109479,280.97347285780836
15661,MI,EATON,2018,25329766.8675,26045,109684,230.9340183390467
15662,MI,EATON,2019,20187244.4475,26045,110119,183.3220829057656
15663,MI,EMMET,2006,21665964.746999998,26047,32926,658.0199461519771
15664,MI,EMMET,2007,18376875.52575,26047,32794,560.3731025721169
15665,MI,EMMET,2008,19563263.772225,26047,32852,595.4968882328321
15666,MI,EMMET,2009,20132400.232725,26047,32765,614.4483513726536
15667,MI,EMMET,2010,20648283.12,26047,32655,632.3161267799725
15668,MI,EMMET,2011,19876898.7190875,26047,32749,606.9467378877981
15669,MI,EMMET,2012,20346522.5738625,26047,32813,620.0750487264957
15670,MI,EMMET,2013,19630964.9288625,26047,32955,595.6900297030041
15671,MI,EMMET,2014,18486662.493862502,26047,32980,560.541615944891
15672,MI,EMMET,2015,16432562.3904,26047,32931,498.9997992894233
15673,MI,EMMET,2016,16134732.6423,26047,32910,490.2683877939836
15674,MI,EMMET,2017,13836029.73,26047,33102,417.9816847924597
15675,MI,EMMET,2018,11163462.87,26047,33168,336.5732896164978
15676,MI,EMMET,2019,8556675.3225,26047,33337,256.67202575216726
15677,MI,GENESEE,2006,109023688.3775625,26049,441164,247.1273457887826
15678,MI,GENESEE,2007,123396447.807825,26049,438109,281.6569570764924
15679,MI,GENESEE,2008,136838506.5336,26049,433082,315.96442829210173
15680,MI,GENESEE,2009,153091077.0482625,26049,427989,357.6986255447278
15681,MI,GENESEE,2010,159434618.9769375,26049,424959,375.1764734408202
15682,MI,GENESEE,2011,161479802.51718748,26049,422062,382.5973494822739
15683,MI,GENESEE,2012,164014352.2135125,26049,418243,392.15086017820386
15684,MI,GENESEE,2013,164262146.13273752,26049,415713,395.1335323474068
15685,MI,GENESEE,2014,176218356.45423752,26049,412950,426.7304914741192
15686,MI,GENESEE,2015,167670582.5115,26049,410574,408.3809070021482
15687,MI,GENESEE,2016,163492807.155,26049,409054,399.68514463860515
15688,MI,GENESEE,2017,142467792.2988,26049,407673,349.46585204023813
15689,MI,GENESEE,2018,112038954.0129,26049,406626,275.5331779396792
15690,MI,GENESEE,2019,90374036.49180001,26049,405702,222.75965238475533
15691,MI,GLADWIN,2006,10246447.14195,26051,26726,383.38872790353963
15692,MI,GLADWIN,2007,10127163.3368,26051,26285,385.28298789423627
15693,MI,GLADWIN,2008,10874418.748162499,26051,25956,418.95587718302124
15694,MI,GLADWIN,2009,12142339.8513375,26051,25738,471.7670312898244
15695,MI,GLADWIN,2010,10740787.978162501,26051,25734,417.37732098245516
15696,MI,GLADWIN,2011,11227149.9370125,26051,25873,433.933055193155
15697,MI,GLADWIN,2012,13361298.275175,26051,25543,523.090407359159
15698,MI,GLADWIN,2013,15392927.7667875,26051,25562,602.1801019790117
15699,MI,GLADWIN,2014,14106053.4993,26051,25498,553.2219585575339
15700,MI,GLADWIN,2015,11789027.2155,26051,25227,467.31784260910933
15701,MI,GLADWIN,2016,10047051.2913,26051,25146,399.54868731806255
15702,MI,GLADWIN,2017,8573979.5037,26051,25236,339.75192200427955
15703,MI,GLADWIN,2018,6742480.8153,26051,25326,266.227624389955
15704,MI,GLADWIN,2019,6164258.3325,26051,25430,242.40103548957921
15705,MI,GOGEBIC,2006,2801790.525,26053,16552,169.27202301836635
15706,MI,GOGEBIC,2007,3422597.6025,26053,16515,207.24175613079018
15707,MI,GOGEBIC,2008,3632995.2375,26053,16499,220.1948746893751
15708,MI,GOGEBIC,2009,4071506.0475000003,26053,16390,248.41403584502748
15709,MI,GOGEBIC,2010,5444421.825,26053,16397,332.03767914862476
15710,MI,GOGEBIC,2011,5280637.6875,26053,16113,327.7252955687954
15711,MI,GOGEBIC,2012,4778731.0615875,26053,16037,297.9816088786868
15712,MI,GOGEBIC,2013,4153600.8,26053,15905,261.1506318767683
15713,MI,GOGEBIC,2014,4180091.6663625,26053,15756,265.30157821544174
15714,MI,GOGEBIC,2015,4928530.7478,26053,15537,317.21250870824485
15715,MI,GOGEBIC,2016,4905567.8142,26053,15331,319.9770278651099
15716,MI,GOGEBIC,2017,4343340.9975000005,26053,15337,283.19364918171743
15717,MI,GOGEBIC,2018,2876846.4228000003,26053,15095,190.5827375157337
15718,MI,GOGEBIC,2019,2056822.9275,26053,13971,147.22088093193042
15719,MI,GRAND TRAVERSE,2006,31316064.165,26055,84705,369.7073863998583
15720,MI,GRAND TRAVERSE,2007,31306723.8715,26055,85579,365.8225016826558
15721,MI,GRAND TRAVERSE,2008,33966836.3196375,26055,86209,394.00568756901833
15722,MI,GRAND TRAVERSE,2009,38092729.2019875,26055,86767,439.0232369678276
15723,MI,GRAND TRAVERSE,2010,40347132.90675,26055,86975,463.89345106927277
15724,MI,GRAND TRAVERSE,2011,44503186.2547125,26055,88362,503.64620826500646
15725,MI,GRAND TRAVERSE,2012,47927707.139175,26055,89238,537.0773340860956
15726,MI,GRAND TRAVERSE,2013,47452186.440337494,26055,90149,526.3750728276242
15727,MI,GRAND TRAVERSE,2014,45846767.824875005,26055,90908,504.3204979196001
15728,MI,GRAND TRAVERSE,2015,43152582.380100004,26055,91610,471.04663661281523
15729,MI,GRAND TRAVERSE,2016,42295524.82245,26055,92076,459.354498701616
15730,MI,GRAND TRAVERSE,2017,37832605.49565,26055,91914,411.6087374681768
15731,MI,GRAND TRAVERSE,2018,30143716.8492,26055,92587,325.5718065084731
15732,MI,GRAND TRAVERSE,2019,26081419.8375,26055,93032,280.3489104555422
15733,MI,GRATIOT,2006,4893940.148175,26057,42714,114.57461600821745
15734,MI,GRATIOT,2007,5755183.582575,26057,42824,134.39154638929105
15735,MI,GRATIOT,2008,6754728.790800001,26057,42774,157.91669684387713
15736,MI,GRATIOT,2009,7742774.064525,26057,42285,183.10923647924795
15737,MI,GRATIOT,2010,8704522.7531625,26057,42431,205.14535959940844
15738,MI,GRATIOT,2011,9186290.1243,26057,42121,218.0928782388832
15739,MI,GRATIOT,2012,10106093.2474875,26057,41975,240.76458004734963
15740,MI,GRATIOT,2013,9504321.4318125,26057,41937,226.63331740020746
15741,MI,GRATIOT,2014,9808707.795225,26057,41468,236.53679452167935
15742,MI,GRATIOT,2015,9011391.7575,26057,41333,218.01930074032856
15743,MI,GRATIOT,2016,8357705.2275,26057,40937,204.160178505997
15744,MI,GRATIOT,2017,7554182.9064,26057,40978,184.34728162428618
15745,MI,GRATIOT,2018,5872954.2075000005,26057,40582,144.71820530037948
15746,MI,GRATIOT,2019,4066334.16,26057,40681,99.95659300410512
15747,MI,HILLSDALE,2006,8129189.595000001,26059,47499,171.14443661971833
15748,MI,HILLSDALE,2007,9038008.613,26059,47336,190.93308714297785
15749,MI,HILLSDALE,2008,10078534.191000002,26059,46951,214.6606928712914
15750,MI,HILLSDALE,2009,8804457.3375,26059,46735,188.39108457259013
15751,MI,HILLSDALE,2010,9614100.2475,26059,46646,206.10771014663638
15752,MI,HILLSDALE,2011,10265405.71545,26059,46602,220.27822229625338
15753,MI,HILLSDALE,2012,11382429.767700002,26059,46270,246.0002111022261
15754,MI,HILLSDALE,2013,10543172.1309,26059,46138,228.51385259222332
15755,MI,HILLSDALE,2014,10304629.5788625,26059,45937,224.32090861097808
15756,MI,HILLSDALE,2015,9601759.605,26059,45894,209.21601091645968
15757,MI,HILLSDALE,2016,8708913.4695,26059,45789,190.19662952892617
15758,MI,HILLSDALE,2017,7418611.7925,26059,45831,161.8688615238594
15759,MI,HILLSDALE,2018,5671890.27,26059,45709,124.08694720952109
15760,MI,HILLSDALE,2019,4697709.0975,26059,45548,103.13754934354967
15761,MI,HOUGHTON,2006,6162682.7717625,26061,35765,172.31043678910945
15762,MI,HOUGHTON,2007,6921916.7608875,26061,35839,193.13922712373392
15763,MI,HOUGHTON,2008,7369587.713625,26061,36292,203.06369760897718
15764,MI,HOUGHTON,2009,7797106.294312499,26061,36378,214.3357604682088
15765,MI,HOUGHTON,2010,8000546.566575,26061,36729,217.82641962958425
15766,MI,HOUGHTON,2011,8382314.60295,26061,36780,227.90414907422513
15767,MI,HOUGHTON,2012,8953048.171575,26061,36752,243.60710088090445
15768,MI,HOUGHTON,2013,9060341.6002125,26061,36691,246.93634951929627
15769,MI,HOUGHTON,2014,9368646.6420375,26061,36487,256.7667016207827
15770,MI,HOUGHTON,2015,9960105.9528,26061,36248,274.77670361951004
15771,MI,HOUGHTON,2016,9477609.0417,26061,36354,260.7033350305331
15772,MI,HOUGHTON,2017,8422956.4653,26061,36270,232.22929322580643
15773,MI,HOUGHTON,2018,6741327.9375,26061,35993,187.29552794987913
15774,MI,HOUGHTON,2019,5430229.470000001,26061,35709,152.06893136184158
15775,MI,HURON,2006,6046109.9325,26063,34363,175.94825633675757
15776,MI,HURON,2007,6932293.407,26063,34034,203.68729526355995
15777,MI,HURON,2008,7184449.011,26063,33504,214.43556026146132
15778,MI,HURON,2009,6736485.600000001,26063,33269,202.48536475397518
15779,MI,HURON,2010,6884141.0625,26063,33084,208.0806753264418
15780,MI,HURON,2011,8235277.17795,26063,32765,251.34372586448956
15781,MI,HURON,2012,8702010.705675,26063,32449,268.1750040270887
15782,MI,HURON,2013,9538195.1625,26063,32251,295.74881902886733
15783,MI,HURON,2014,9780272.302949999,26063,32034,305.3091185287507
15784,MI,HURON,2015,9793173.0675,26063,31761,308.3395695192217
15785,MI,HURON,2016,9507740.94,26063,31471,302.11117981633885
15786,MI,HURON,2017,8371147.2,26063,31304,267.4146179401993
15787,MI,HURON,2018,6925665.8610000005,26063,31193,222.02628349309143
15788,MI,HURON,2019,6409924.83,26063,30904,207.41408329018898
15789,MI,INGHAM,2006,50576948.789000005,26065,282104,179.28476302711059
15790,MI,INGHAM,2007,58332912.9868,26065,281706,207.0701830518342
15791,MI,INGHAM,2008,68958014.4148125,26065,281315,245.12739958698435
15792,MI,INGHAM,2009,81477884.30812499,26065,280889,290.0714670497064
15793,MI,INGHAM,2010,89991257.19318749,26065,281122,320.1146021769463
15794,MI,INGHAM,2011,92244149.5516125,26065,282828,326.1492834924848
15795,MI,INGHAM,2012,94398064.98307501,26065,283592,332.8657542634313
15796,MI,INGHAM,2013,91269695.62425,26065,284226,321.1166312168837
15797,MI,INGHAM,2014,88469235.9579,26065,285760,309.59279100608904
15798,MI,INGHAM,2015,83629294.8264,26065,287255,291.1325993504029
15799,MI,INGHAM,2016,77669849.2701,26065,289633,268.1664356965539
15800,MI,INGHAM,2017,73752447.5583,26065,291678,252.855709235184
15801,MI,INGHAM,2018,60139677.9168,26065,291267,206.47611269659797
15802,MI,INGHAM,2019,48480999.6306,26065,291426,166.35783914475715
15803,MI,IONIA,2006,8366958.457725001,26067,65157,128.41227278304711
15804,MI,IONIA,2007,8641588.868625,26067,65189,132.5620713406403
15805,MI,IONIA,2008,8981065.64625,26067,65167,137.8161591948379
15806,MI,IONIA,2009,9975486.82725,26067,63858,156.21358055764352
15807,MI,IONIA,2010,10850363.407725,26067,63847,169.94319870510753
15808,MI,IONIA,2011,12193987.2943125,26067,63865,190.93380246320362
15809,MI,IONIA,2012,11745109.368825,26067,63890,183.83329736774144
15810,MI,IONIA,2013,11418955.457025,26067,64001,178.4183912286527
15811,MI,IONIA,2014,12339736.554075,26067,64246,192.07011415613425
15812,MI,IONIA,2015,12975561.7254,26067,64073,202.5121615251354
15813,MI,IONIA,2016,13229699.5059,26067,64215,206.02194979210464
15814,MI,IONIA,2017,13001675.067,26067,64293,202.2253599458728
15815,MI,IONIA,2018,10140948.3528,26067,64290,157.73756965002335
15816,MI,IONIA,2019,8475982.3242,26067,64654,131.0975705169054
15817,MI,IOSCO,2006,10579836.0788625,26069,26869,393.7562275805761
15818,MI,IOSCO,2007,11111784.3590625,26069,26749,415.409337136435
15819,MI,IOSCO,2008,12649066.1972625,26069,26542,476.56793750518045
15820,MI,IOSCO,2009,13874654.29635,26069,26174,530.0930043688393
15821,MI,IOSCO,2010,14592168.163837502,26069,25841,564.6905368924384
15822,MI,IOSCO,2011,15112852.881112501,26069,25599,590.368876952713
15823,MI,IOSCO,2012,15854368.6726875,26069,25455,622.8390757292281
15824,MI,IOSCO,2013,17716041.245175,26069,25433,696.5769372537648
15825,MI,IOSCO,2014,18773886.5776875,26069,25445,737.8222274587345
15826,MI,IOSCO,2015,18080521.6725,26069,25360,712.9543246253943
15827,MI,IOSCO,2016,16459516.5435,26069,25307,650.3938255620975
15828,MI,IOSCO,2017,14031986.3475,26069,25180,557.2671305599682
15829,MI,IOSCO,2018,10427140.0803,26069,25195,413.8575145981345
15830,MI,IOSCO,2019,8154476.34,26069,25244,323.0263167485343
15831,MI,IRON,2006,3678016.3125,26071,12248,300.2952573889615
15832,MI,IRON,2007,3535260.3,26071,12183,290.17978330460477
15833,MI,IRON,2008,3897664.6875,26071,12081,322.62765396076486
15834,MI,IRON,2009,4483243.7625,26071,11959,374.88450225771385
15835,MI,IRON,2010,4999792.4288625,26071,11811,423.3166056102362
15836,MI,IRON,2011,4919426.4413625,26071,11767,418.0697239196482
15837,MI,IRON,2012,4839267.88545,26071,11569,418.29612632466075
15838,MI,IRON,2013,4007726.5693125003,26071,11506,348.31623234073527
15839,MI,IRON,2014,4006685.0288625,26071,11352,352.9497030358087
15840,MI,IRON,2015,3773231.1375,26071,11327,333.1183135428622
15841,MI,IRON,2016,3294702.4875000003,26071,11168,295.0127585512178
15842,MI,IRON,2017,3150955.125,26071,11112,283.563276187905
15843,MI,IRON,2018,3061666.71,26071,11094,275.9750054083288
15844,MI,IRON,2019,2526040.0875,26071,11053,228.53886614493803
15845,MI,ISABELLA,2006,10263628.690225,26073,68556,149.7116035099043
15846,MI,ISABELLA,2007,11593931.5305,26073,69012,167.9987760172144
15847,MI,ISABELLA,2008,12776412.46095,26073,69328,184.28935582953497
15848,MI,ISABELLA,2009,15066801.3788625,26073,70026,215.1601030883172
15849,MI,ISABELLA,2010,16909439.8020375,26073,70297,240.54283684990114
15850,MI,ISABELLA,2011,18671766.7163625,26073,70624,264.38274122624745
15851,MI,ISABELLA,2012,21637452.26475,26073,70679,306.1369326780232
15852,MI,ISABELLA,2013,21890877.562875003,26073,70240,311.6582796536874
15853,MI,ISABELLA,2014,23164614.8137875,26073,70116,330.3755892205417
15854,MI,ISABELLA,2015,19735501.5828,26073,70798,278.757896872793
15855,MI,ISABELLA,2016,17226871.2096,26073,71247,241.79082922228307
15856,MI,ISABELLA,2017,13664142.9285,26073,71035,192.35789298937144
15857,MI,ISABELLA,2018,9401744.8749,26073,70392,133.5626900059666
15858,MI,ISABELLA,2019,7265605.5615,26073,69635,104.3384154735406
15859,MI,JACKSON,2006,42682191.9379875,26075,163387,261.23370854466697
15860,MI,JACKSON,2007,48179749.518562496,26075,163316,295.00936539324067
15861,MI,JACKSON,2008,49287184.833425,26075,160825,306.46469661697495
15862,MI,JACKSON,2009,52847267.894512504,26075,160114,330.06025640801244
15863,MI,JACKSON,2010,56775681.0195375,26075,160109,354.60643074116695
15864,MI,JACKSON,2011,59874734.147175,26075,159666,374.9999007125813
15865,MI,JACKSON,2012,61117719.3742875,26075,159988,382.0143971690846
15866,MI,JACKSON,2013,60012605.550900005,26075,159672,375.8492757083271
15867,MI,JACKSON,2014,61973116.55385,26075,159464,388.63390203337434
15868,MI,JACKSON,2015,61727626.8609,26075,159325,387.43214725184373
15869,MI,JACKSON,2016,59351304.1923,26075,158345,374.822723750671
15870,MI,JACKSON,2017,53619807.825,26075,158653,337.9690760653754
15871,MI,JACKSON,2018,40761127.1625,26075,158594,257.0155690789059
15872,MI,JACKSON,2019,32489743.005,26075,158357,205.16770970023427
15873,MI,KALAMAZOO,2006,54573113.333,26077,244178,223.49725746381736
15874,MI,KALAMAZOO,2007,61584711.14315,26077,245431,250.92474521617075
15875,MI,KALAMAZOO,2008,66435357.4011375,26077,246862,269.11941652071806
15876,MI,KALAMAZOO,2009,77572991.5054125,26077,249023,311.50934454011275
15877,MI,KALAMAZOO,2010,80912021.6397375,26077,250754,322.6748990633749
15878,MI,KALAMAZOO,2011,81162725.915175,26077,252634,321.2660446146402
15879,MI,KALAMAZOO,2012,81930523.38855,26077,255413,320.77663779271217
15880,MI,KALAMAZOO,2013,75746103.636675,26077,257399,294.27505016210245
15881,MI,KALAMAZOO,2014,78241629.3984,26077,259063,302.01776941670556
15882,MI,KALAMAZOO,2015,71106321.3909,26077,259816,273.6795324033162
15883,MI,KALAMAZOO,2016,68969254.0737,26077,261584,263.6600635883693
15884,MI,KALAMAZOO,2017,65903899.03245,26077,263387,250.21697742276572
15885,MI,KALAMAZOO,2018,52775035.1163,26077,265120,199.06093510976163
15886,MI,KALAMAZOO,2019,44343580.6584,26077,265531,166.99963717381397
15887,MI,KALKASKA,2006,5521195.1625,26079,17572,314.2041408206237
15888,MI,KALKASKA,2007,7149212.1092625,26079,17540,407.5947610753991
15889,MI,KALKASKA,2008,7569781.7194125,26079,17546,431.42492416576425
15890,MI,KALKASKA,2009,7288140.7847625,26079,17223,423.163257548772
15891,MI,KALKASKA,2010,7882699.7972625,26079,17146,459.73986919762626
15892,MI,KALKASKA,2011,7668567.50295,26079,17175,446.49592448034934
15893,MI,KALKASKA,2012,7641192.773174999,26079,17104,446.7488758872193
15894,MI,KALKASKA,2013,8062937.6288625,26079,17296,466.1735446844646
15895,MI,KALKASKA,2014,7972363.1625,26079,17374,458.86745496143664
15896,MI,KALKASKA,2015,8307446.6628,26079,17254,481.4794634751362
15897,MI,KALKASKA,2016,7185135.40125,26079,17283,415.7342707429266
15898,MI,KALKASKA,2017,6209076.22125,26079,17582,353.1495973865317
15899,MI,KALKASKA,2018,5117958.675000001,26079,17774,287.94636407111517
15900,MI,KALKASKA,2019,3814996.3724999996,26079,17984,212.13280541036474
15901,MI,KENT,2006,92860929.8265,26081,595191,156.01870630856314
15902,MI,KENT,2007,107433022.3246125,26081,598077,179.63075377353167
15903,MI,KENT,2008,113343945.8151625,26081,599234,189.1480553759675
15904,MI,KENT,2009,124974903.1686375,26081,601437,207.79383903656992
15905,MI,KENT,2010,138617393.229375,26081,602994,229.881878143688
